AIRCRAFT,RENAMED,ACCL,AEM,AMAX,CACCL,CARROP,CATG,CCLIMB,CGFRC,CLIMB,CLRNG,DIVE,DMPIPP,DTRNG,EXPND,FLIR,FMC,GEM,GFRC,INVSB,IRTW,JP,LDELY,LINK16,MAINT,MNFAL,MNMNT,MNRPR,MSOA,ODELY,PBBAD,PBBDA,PBFAL,PBGAB,PBLCH,PBREC,PBRTB,PSILOW,PSILOWPD,PSIMIN,PSINITE,PSINITEPD,PSIRATIO,QMAX,RADTW,RANGE,RCVR,RDELY,REACT,RSURF,SDMNT,SEM,SLTPR,SURVV,SYSFL,TNKR,VCRU,VISTW,VMAX,VMIN,XSECT
KA25A,,30,1,10000,40,YES,JET     ,1500,4.00,1200,4,,1,7,NO ,NO,95.00,100,2.20,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,0,10
KA25B,,30,1,11500,40,YES,JET     ,1500,4.00,1200,4,,1,7,NO ,NO,95.00,100,2.20,NO ,,1200,1,NO ,100,600,200,25,100,15,5.00,5.00,,5.00,,,5.00,,,,,,,100,,405,NONE,15,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,135,0,10
KA6E,,,80,42500,,YES,JET     ,7000,,7000,2,,1,5,NO ,NO,95.00,100,,NO ,,40000,5,NO ,100,600,200,25,100,50,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1400,NONE,60,NO ,IMPROVED,100,100,MED,,,NONE,400,,550,155,5
KC10A,,150,1,45000,180,NO ,JET     ,4500,3.50,3000,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,356065,10,NO ,100,800,200,60,1000,60,50.00,50.00,,5.00,,,10.00,,,,,,,350,,9993,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOOM,450,,480,175,20
KC10MRS,,150,1,45000,180,NO ,JET     ,4500,3.50,3000,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,356065,10,NO ,100,800,200,60,1000,60,50.00,50.00,,5.00,,,10.00,,,,,,,350,,9993,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOTH,450,,480,175,20
KC130,,60,1,45000,80,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,165000,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,6000,BOOM,100,NO ,UNIMPROVED,100,1,NONE,,,DROGUE,450,,480,120,20
KC135E,,100,1,45000,150,NO ,JET     ,3000,2.50,2500,10,6000,1,15,NO ,NO,95.00,1,1.25,NO ,,203288,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,8400,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOOM,450,,480,165,20
KC135MRS,,80,1,45000,177,NO ,JET     ,4000,2.50,3000,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,203288,10,NO ,100,800,200,60,1000,0,50.00,50.00,,5.00,,,10.00,,,,,,,350,,9571,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOTH,450,,480,160,20
KC135Q,,80,1,45000,150,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,203288,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,6000,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOOM,450,,480,96,20
KC135R,,80,1,45000,177,NO ,JET     ,4000,2.50,3000,10,6000,1,15,NO ,NO,95.00,1,1.45,NO ,,203288,10,NO ,100,800,200,60,1000,0,50.00,50.00,,5.00,,,10.00,,,,,,,350,,9571,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOOM,450,,480,160,20
KC135T,,80,1,45000,150,NO ,JET     ,3000,2.50,2500,10,6000,1,15,NO ,NO,95.00,1,1.45,NO ,,203288,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,6000,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOOM,450,,480,160,20
KCX,,80,1,49000,120,NO ,JET     ,5000,2.50,4000,10,,1,15,NO ,NO,95.00,1,1.25,NO ,,148000,10,NO ,200,1000,300,100,1000,30,50.00,50.00,,5.00,,,10.00,,,,,,,350,,7700,BOTH,60,NO ,IMPROVED,150,1,NONE,,,BOOM,450,,540,96,4
KDC10,,80,1,45000,150,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,230000,10,NO ,100,800,200,60,1000,60,50.00,50.00,,5.00,,,10.00,,,,,,,350,,6000,NONE,100,NO ,IMPROVED,100,1,NONE,,,BOTH,450,,480,165,20
KFIR,,,95,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,0,5
KS3,,,100,28300,,YES,JET     ,5000,,5000,9,,1,12,NO ,NO,95.00,100,,NO ,,57500,10,NO ,200,800,100,50,100,100,5.00,5.00,,5.00,,,5.00,,,,,,,350,,4500,NONE,100,NO ,IMPROVED,100,100,MED,,,NONE,205,,410,82,10
L1011,,,1,50000,,NO ,JET     ,5000,,5000,10,,1,18,NO ,NO,95.00,1,,NO ,,300000,10,NO ,100,800,185,60,1000,1,5.00,5.00,,5.00,,,5.00,,,,,,,350,,5500,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,470,,500,200,10
L20,,,1,31000,,NO ,JET     ,2000,,2000,3,,1,10,NO ,NO,95.00,1,,NO ,,3200,3,NO ,100,600,200,25,1000,30,5.00,5.00,,5.00,,,5.00,,,,,,,250,,1300,NONE,60,NO ,UNIMPROVED,100,1,NONE,,,NONE,240,,300,60,5
L39,,,70,45000,,NO ,JET     ,3000,,3000,2,,1,5,YES,NO,95.00,100,,NO ,,8000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1050,NONE,60,YES,IMPROVED,100,100,LOW,,,NONE,480,,600,200,5
L410,,,1,31000,,NO ,JET     ,3000,,3000,5,,1,5,NO ,NO,95.00,1,,NO ,,12400,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,225,,2000,NONE,60,NO ,IMPROVED,100,1,NONE,,,NONE,205,,225,110,10
LEARJET,,60,70,45000,100,NO ,JET     ,4000,4.50,2500,2,,1,5,NO ,NO,95.00,100,1.45,NO ,,8000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1050,NONE,60,NO ,IMPROVED,100,100,LOW,,,NONE,480,,600,120,5
LYNX,,30,1,12600,40,YES,JET     ,2000,4.00,1200,3,,1,10,NO ,NO,95.00,100,1.45,NO ,,1800,5,NO ,100,300,30,20,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,120,,1000,NONE,30,NO ,UNIMPROVED,10,100,LOW,,,NONE,110,,120,0,8
M17,,,1,80000,,NO ,JET     ,10000,,10000,2,,1,4,NO ,NO,95.00,1,,NO ,,18000,10,NO ,200,1000,300,50,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,400,,3000,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,420,,420,0,5
MAIL,,,1,16000,,NO ,JET     ,5000,,5000,3,,1,10,NO ,NO,95.00,100,,NO ,,11000,5,NO ,100,800,200,60,1000,30,5.00,5.00,,5.00,,,5.00,,,,,,,250,,1800,NONE,60,NO ,IMPROVED,100,100,NONE,,,NONE,280,,320,200,5
MAINSTAY,,80,1,51824,120,NO ,JET     ,1500,2.50,1000,9,,1,12,NO ,NO,95.00,1,1.45,NO ,,146828,10,NO ,200,1000,300,100,1000,30,5.00,5.00,,5.00,,,5.00,,,,,,,350,,4900,BOOM,60,NO ,IMPROVED,150,1,NONE,,,NONE,455,,480,96,19
MANEUVER,,,1,31000,,YES,JET     ,3000,,3000,5,,1,5,NO ,NO,95.00,1,,NO ,,12400,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,2000,NONE,60,NO ,UNIMPROVED,100,1,HIGH,,,NONE,326,,350,0,10
MAX,,40,1,20000,60,NO ,JET     ,1248,4.50,800,3,,1,5,NO ,NO,95.00,100,1.45,NO ,,243,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,150,,372,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,160,,199,80,10
MAY,,,1,57400,,NO ,JET     ,5000,,5000,2,,1,4,NO ,NO,95.00,100,,NO ,,10230,5,NO ,100,800,200,60,1000,15,5.00,5.00,,5.00,,,5.00,,,,,,,250,,1080,NONE,60,NO ,IMPROVED,100,100,NONE,,,NONE,350,,442,200,10
MB339,,,100,46000,,NO ,JET     ,3000,,3000,2,,1,5,YES,NO,95.00,100,,NO ,,12500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1150,NONE,60,YES,IMPROVED,100,100,LOW,,,NONE,390,,900,200,5
MBB,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,130,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,115,,130,0,5
MC130E,,60,1,30000,80,NO ,JET     ,3200,3.50,2400,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,32675,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,BOTH,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,72,15
MC130H,,60,1,30000,80,NO ,JET     ,3200,3.50,2400,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,32675,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,BOTH,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,140,15
MC130P,,60,1,30000,80,NO ,JET     ,3200,3.50,2400,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,32675,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,1900,BOTH,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,140,15
MD11,,80,1,40000,120,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,140000,10,NO ,100,800,100,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,8000,NONE,60,NO ,IMPROVED,100,1,NONE,,,NONE,480,,540,140,10
MD500,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,125,,150,0,5
MD80,,100,1,40000,120,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,37960,10,NO ,100,800,100,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,3022,NONE,60,NO ,IMPROVED,100,1,NONE,,,NONE,480,,540,140,10
MD90,,80,1,40000,120,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,37960,10,NO ,100,800,100,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,3022,NONE,60,NO ,IMPROVED,100,1,NONE,,,NONE,480,,540,108,10
MERMAID,,,1,40000,,NO ,JET     ,3000,,3000,10,,1,15,NO ,NO,95.00,100,,NO ,,140000,10,NO ,100,800,100,60,1000,25,5.00,5.00,,5.00,,,5.00,,,,,,,350,,8000,NONE,60,NO ,IMPROVED,100,100,NONE,,,NONE,480,,540,200,10
MFI17,,,1,11000,,NO ,JET     ,3000,,3000,5,,1,5,NO ,NO,95.00,100,,NO ,,12400,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,150,,2000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,125,,150,60,10
MH53J,,35,1,10000,50,YES,JET     ,1200,4.50,800,3,,1,6,NO ,NO,95.00,100,2.00,NO ,,5400,1,NO ,100,1000,200,50,100,30,50.00,50.00,,5.00,,,20.00,,,,,,,150,,600,DROGUE,30,NO ,UNIMPROVED,100,100,LOW,,,DROGUE,180,,220,0,5
MH53M,,35,1,10000,50,YES,JET     ,1200,4.50,800,3,,1,6,NO ,NO,95.00,100,2.00,NO ,,5400,1,NO ,100,1000,200,50,100,30,50.00,50.00,,5.00,,,20.00,,,,,,,150,,600,DROGUE,30,NO ,UNIMPROVED,100,100,LOW,,,DROGUE,180,,220,0,5
MH6,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,200,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,130,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,100,,130,0,5
MH60G,,,1,10000,,YES,JET     ,1000,,1000,3,,1,6,NO ,NO,95.00,100,,NO ,,5400,1,NO ,100,1000,200,50,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,600,NONE,30,NO ,UNIMPROVED,100,100,LOW,,,NONE,180,,220,200,5
MI-14,,,1,10000,,YES,JET     ,1000,,1000,4,,1,7,NO ,NO,95.00,100,,NO ,,8500,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,600,NONE,60,NO ,UNIMPROVED,100,100,NONE,,,NONE,120,,150,151,10
MI-24,,,100,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,100,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,120,,120,,10
MI34,,,1,10000,,YES,JET     ,1500,,1500,4,,1,7,NO ,NO,95.00,1,,NO ,,7370,1,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,100,,1000,NONE,60,NO ,UNIMPROVED,100,1,LOW,,,NONE,120,,120,0,10
MIDAS,,80,1,45000,100,NO ,JET     ,3000,2.50,2500,10,,1,15,NO ,NO,95.00,1,1.45,NO ,,165000,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,6000,BOOM,100,NO ,IMPROVED,100,1,NONE,,,BOTH,450,,480,165,20
MIDGET,,80,75,51000,120,NO ,JET     ,6000,6.00,4000,4,,1,7,YES,NO,95.00,100,2.50,NO ,,1900,3,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,450,NONE,60,YES,UNIMPROVED,150,100,LOW,,,NONE,480,,670,120,5
MIG-15,,,75,51000,,NO ,JET     ,6000,,6000,4,,1,7,YES,NO,95.00,100,,NO ,,1900,3,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,450,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,670,0,5
MIG-21,,,90,50000,,NO ,JET     ,6000,,6000,4,,1,7,YES,NO,95.00,100,,NO ,,3300,3,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1100,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,900,180,5
MIG-23,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,200,5
MIG-29,,,105,50000,,NO ,JET     ,10000,,10000,2,,1,4,YES,YES,95.00,100,,NO ,,11500,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1320,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,510,,1000,200,5
MIG21,,,90,50000,,NO ,JET     ,6000,,6000,4,,1,7,YES,NO,95.00,100,,NO ,,3300,3,NO ,100,450,200,50,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1100,NONE,60,YES,UNIMPROVED,150,100,MED,,,NONE,480,,900,,5
MIG23,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,1200,0,5
MIG25,,,120,65000,,NO ,JET     ,10000,,10000,2,,1,5,YES,NO,95.00,100,,NO ,,13000,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1800,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,540,,1600,200,5
MIG27,,,70,50000,,NO ,JET     ,8000,,8000,2,,1,4,YES,NO,95.00,100,,NO ,,5800,5,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,UNIMPROVED,100,100,MED,,,NONE,540,,800,200,5
MIG29,,200,105,50000,300,NO ,JET     ,10000,8.50,6000,2,,1,4,YES,YES,95.00,100,2.50,NO ,,11500,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1320,DROGUE,60,YES,UNIMPROVED,100,100,MED,,,NONE,510,,1000,150,5
MIG31,,,130,65000,,NO ,JET     ,9000,,9000,2,,1,4,YES,YES,95.00,100,,NO ,,14000,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,2280,NONE,60,YES,IMPROVED,100,100,HIGH,,,NONE,540,,1300,,5
MIR20005,,200,115,50000,300,NO ,JET     ,7000,8.50,3000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,160,5
MIR2000C,,200,115,50000,300,NO ,JET     ,7000,8.50,3000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,160,5
MIR2000D,,200,115,50000,300,NO ,JET     ,7000,8.50,3000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,150,5
MIR2000E,,,115,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,200,5
MIR2000N,,200,115,50000,300,NO ,JET     ,7000,8.50,3000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,150,5
MIR2000R,,200,115,50000,300,NO ,JET     ,7000,8.50,3000,2,,1,5,YES,NO,95.00,100,2.50,NO ,,10500,3,NO ,100,600,200,25,300,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,DROGUE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,150,5
MIRAGE2,,,85,45000,,NO ,JET     ,3000,,3000,2,,1,5,YES,NO,95.00,100,,NO ,,8000,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1050,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,600,120,5
MIRAGE3C,,,95,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,3,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1175,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,200,5
MIRAGE3E,,,95,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1175,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,200,5
MIRAGE4,,200,75,50000,450,NO ,JET     ,7000,9.00,5000,2,,1,5,NO ,NO,95.00,100,4.50,NO ,,10500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,DROGUE,60,NO ,IMPROVED,100,100,HIGH,,,NONE,480,,800,150,5
MIRAGE5,,,75,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1300,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,0,5
MIRAGE5R,,,75,50000,,NO ,JET     ,7000,,7000,2,,1,5,YES,NO,95.00,100,,NO ,,10500,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1500,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,160,5
MONGOL,,80,90,50000,120,NO ,JET     ,6000,8.00,4000,4,,1,7,YES,NO,95.00,100,2.50,NO ,,3300,3,NO ,100,600,200,25,500,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1000,NONE,60,YES,UNIMPROVED,100,100,LOW,,,NONE,480,,900,200,5
MOSS,,50,1,51824,60,NO ,JET     ,1000,2.20,800,9,,1,12,NO ,NO,95.00,1,1.45,NO ,,146828,10,NO ,200,1000,300,100,1000,30,5.00,5.00,,5.00,,,5.00,,,,,,,300,,4900,BOOM,60,NO ,IMPROVED,150,1,NONE,,,NONE,455,,480,150,19
MQ1B,,30,1,40000,40,NO ,JET     ,1000,2.20,800,5,,1,5,NO ,NO,95.00,1,1.45,YES,,175,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,120,,2880,NONE,60,NO ,UNIMPROVED,100,1,HIGH,,,NONE,72,,120,30,10
MQ9A,,30,1,40000,40,NO ,JET     ,1000,2.20,800,5,,1,5,NO ,NO,95.00,1,1.45,YES,,175,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,120,,2880,NONE,60,NO ,UNIMPROVED,100,1,HIGH,,,NONE,72,,120,30,10
MV22B,,70,1,30000,120,YES,JET     ,3000,6.50,2000,7,,1,15,NO ,NO,95.00,100,1.45,NO ,,33000,10,NO ,100,1000,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,300,,2500,DROGUE,60,NO ,UNIMPROVED,100,100,NONE,,,DROGUE,300,,360,0,15
MYSTIC,,,1,80000,,NO ,JET     ,10000,,10000,2,,1,4,NO ,NO,95.00,1,,NO ,,18000,10,NO ,200,1000,300,50,1000,100,5.00,5.00,,5.00,,,5.00,,,,,,,400,,3000,NONE,100,NO ,IMPROVED,150,1,NONE,,,NONE,420,,420,200,5
NF5,,,75,50000,,NO ,JET     ,6000,,6000,2,,1,5,YES,NO,95.00,100,,NO ,,5200,5,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,1200,NONE,60,YES,IMPROVED,100,100,MED,,,NONE,480,,800,,5
NMAIR,,99,99,50000,,YES,JET     ,10000,,10000,2,,1,5,YES,NO,95.00,100,,NO ,,17300,3,NO ,100,600,200,25,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,550,,2000,NONE,60,YES,IMPROVED,100,100,NONE,,,NONE,510,,1000,0,9
NMHEL,,,1,12600,,YES,JET     ,2000,,2000,3,,1,10,NO ,NO,95.00,1,,NO ,,1800,5,NO ,100,300,30,20,100,30,5.00,5.00,,5.00,,,5.00,,,,,,,150,,1000,NONE,30,NO ,IMPROVED,10,1,NONE,,,NONE,110,,150,30,9
O2A*,,99,1,11000,,NO ,JET     ,3000,,3000,5,,1,5,NO ,NO,95.00,100,,NO ,,12400,10,NO ,100,800,200,60,500,0,5.00,5.00,,5.00,,,5.00,,,,,,,178,,2000,NONE,60,NO ,UNIMPROVED,100,100,LOW,,,NONE,150,,178,30,9
OA10A,,80,80,30000,120,NO ,JET     ,3000,7.50,2500,2,,1,5,NO ,NO,95.00,100,2.50,NO ,,10700,5,NO ,100,600,200,25,100,30,50.00,50.00,,5.00,,,10.00,,,,,,,350,,1200,BOOM,60,NO ,UNIMPROVED,100,100,MED,,,NONE,300,,360,72,5
OB707,,,1,45000,,NO ,JET     ,3000,,3000,10,,1,15,NO ,NO,95.00,1,,NO ,,165000,10,NO ,100,800,200,60,1000,0,5.00,5.00,,5.00,,,5.00,,,,,,,350,,6000,NONE,100,NO ,IMPROVED,100,1,NONE,,,NONE,450,,480,200,20
